HandShakeCounter_ifu.io_mem_r,HandShakeCounter_lsu.io_mem_r,HandShakeCounter_idu.io_out,AXI4PerfCounters_rd_lsu_mem_read_txn,AXI4PerfCounters_rd_lsu_mem_read_lat_cyc,AXI4PerfCounters_rd_lsu_mem_read_lat_max,AXI4PerfCounters_rd_ifu_mem_read_txn,AXI4PerfCounters_rd_ifu_mem_read_lat_cyc,AXI4PerfCounters_rd_ifu_mem_read_lat_max,AXI4PerfCounters_wr_lsu_mem_write_txn,AXI4PerfCounters_wr_lsu_mem_write_lat_cyc,AXI4PerfCounters_wr_lsu_mem_write_lat_max,PipePerfManager_IFU_state_Backpressure,PipePerfManager_IFU_state_Bubble,PipePerfManager_IFU_state_Fire,PipePerfManager_IDU_state_Backpressure,PipePerfManager_IDU_state_Bubble,PipePerfManager_IDU_state_Fire,PipePerfManager_EXU_state_Backpressure,PipePerfManager_EXU_state_Bubble,PipePerfManager_EXU_state_Fire,PipePerfManager_LSU_state_Backpressure,PipePerfManager_LSU_state_Bubble,PipePerfManager_LSU_state_Fire,RAWStallPerfCounter_cyc_conflict_exu,RAWStallPerfCounter_cyc_conflict_lsu,RAWStallPerfCounter_cyc_conflict_wbu,RAWStallPerfCounter_cyc_idu_stall,CachePerfCounter_total_visits,CachePerfCounter_hit_count,CachePerfCounter_total_hit_cycles,CachePerfCounter_mem_rd_txn,CachePerfCounter_mem_rd_lat_cyc,CachePerfCounter_mem_rd_lat_max
398761176,16653364,436506584,16653341,4190780098,4579,224869904,7700082457,7954,8248034,1763842744,1860,5705661340,1725124431,494166602,6002357153,1486088636,436506584,5954622753,1711050297,259279323,0,7665673050,259279323,775079184,2625367089,100873823,3449348412,494166603,468574519,0,25592084,2197436429,1770801845
