HandShakeCounter_ifu.io_mem_r,HandShakeCounter_lsu.io_mem_r,HandShakeCounter_exu.alu.io_out,HandShakeCounter_idu.io_out,EXUInstTypeFmtCounter_typ_branch,EXUInstTypeFmtCounter_typ_arithmetic,EXUInstTypeFmtCounter_typ_load,EXUInstTypeFmtCounter_typ_store,EXUInstTypeFmtCounter_typ_jalr,EXUInstTypeFmtCounter_typ_jal,EXUInstTypeFmtCounter_typ_lui,EXUInstTypeFmtCounter_typ_auipc,EXUInstTypeFmtCounter_typ_system,EXUInstTypeFmtCounter_typ_fence.i,EXUInstTypeFmtCounter_fmt_I_TYPE,EXUInstTypeFmtCounter_fmt_R_TYPE,EXUInstTypeFmtCounter_fmt_S_TYPE,EXUInstTypeFmtCounter_fmt_U_TYPE,EXUInstTypeFmtCounter_fmt_J_TYPE,EXUInstTypeFmtCounter_fmt_B_TYPE,AXI4PerfCounters_rd_lsu_mem_read_txn,AXI4PerfCounters_rd_lsu_mem_read_lat_cyc,AXI4PerfCounters_rd_lsu_mem_read_lat_max,AXI4PerfCounters_rd_ifu_mem_read_txn,AXI4PerfCounters_rd_ifu_mem_read_lat_cyc,AXI4PerfCounters_rd_ifu_mem_read_lat_max,AXI4PerfCounters_wr_lsu_mem_write_txn,AXI4PerfCounters_wr_lsu_mem_write_lat_cyc,AXI4PerfCounters_wr_lsu_mem_write_lat_max,IFUStateCounter_state_IDLE,IFUStateCounter_state_WAIT_INST,IFUStateCounter_state_WAIT_LATER,CachePerfCounter_total_visits,CachePerfCounter_hit_count,CachePerfCounter_total_hit_cycles,CachePerfCounter_mem_rd_txn,CachePerfCounter_mem_rd_lat_cyc,CachePerfCounter_mem_rd_lat_max
259280053,16653392,259280052,259280052,75202201,152122722,16653392,8248075,2676989,3206926,665649,504097,0,1,143361873,28091231,8248075,1169746,3206926,75202201,16653369,2903408304,1066,259280053,1679638257,4278,8248075,1230413055,241,259280062,2198198353,6208061501,259280053,238479362,238479362,20800691,634273572,8079576897139534190
