HandShakeCounter_ifu.io_mem_r,HandShakeCounter_exu.io_mem_r,HandShakeCounter_exu.alu.io_out,HandShakeCounter_idu.io_out,EXUInstTypeFmtCounter_typ_branch,EXUInstTypeFmtCounter_typ_arithmetic,EXUInstTypeFmtCounter_typ_load,EXUInstTypeFmtCounter_typ_store,EXUInstTypeFmtCounter_typ_jalr,EXUInstTypeFmtCounter_typ_jal,EXUInstTypeFmtCounter_typ_lui,EXUInstTypeFmtCounter_typ_auipc,EXUInstTypeFmtCounter_typ_system,EXUInstTypeFmtCounter_fmt_I_TYPE,EXUInstTypeFmtCounter_fmt_R_TYPE,EXUInstTypeFmtCounter_fmt_S_TYPE,EXUInstTypeFmtCounter_fmt_U_TYPE,EXUInstTypeFmtCounter_fmt_J_TYPE,EXUInstTypeFmtCounter_fmt_B_TYPE,AXI4PerfCounters_rd_exu_mem_read_txn,AXI4PerfCounters_rd_exu_mem_read_lat_cyc,AXI4PerfCounters_rd_exu_mem_read_lat_max,AXI4PerfCounters_rd_ifu_mem_read_txn,AXI4PerfCounters_rd_ifu_mem_read_lat_cyc,AXI4PerfCounters_rd_ifu_mem_read_lat_max,AXI4PerfCounters_wr_exu_mem_write_txn,AXI4PerfCounters_wr_exu_mem_write_lat_cyc,AXI4PerfCounters_wr_exu_mem_write_lat_max,IFUStateCounter_state_IDLE,IFUStateCounter_state_WAIT_INST,IFUStateCounter_state_WAIT_LATER,CachePerfCounter_total_visits,CachePerfCounter_hit_count,CachePerfCounter_total_hit_cycles,CachePerfCounter_mem_rd_txn,CachePerfCounter_mem_rd_lat_cyc,CachePerfCounter_mem_rd_lat_max
186590827,10740606,186590826,186590826,52718302,113131732,10740606,4855275,2035652,2049440,340272,719547,0,100100483,25807507,4855275,1059819,2049440,52718302,10740561,284194776,610,186590827,697856558,2454,4855275,80544279,72,186590836,1071038202,1468686238,186590827,179074094,179074094,7516733,227103414,11202083172400
