HandShakeCounter_ifu.io_mem_r,HandShakeCounter_exu.io_mem_r,HandShakeCounter_exu.alu.io_out,HandShakeCounter_idu.io_out,EXUInstTypeFmtCounter_typ_branch,EXUInstTypeFmtCounter_typ_arithmetic,EXUInstTypeFmtCounter_typ_load,EXUInstTypeFmtCounter_typ_store,EXUInstTypeFmtCounter_typ_jalr,EXUInstTypeFmtCounter_typ_jal,EXUInstTypeFmtCounter_typ_lui,EXUInstTypeFmtCounter_typ_auipc,EXUInstTypeFmtCounter_typ_system,EXUInstTypeFmtCounter_fmt_I_TYPE,EXUInstTypeFmtCounter_fmt_R_TYPE,EXUInstTypeFmtCounter_fmt_S_TYPE,EXUInstTypeFmtCounter_fmt_U_TYPE,EXUInstTypeFmtCounter_fmt_J_TYPE,EXUInstTypeFmtCounter_fmt_B_TYPE,AXI4PerfCounters_rd_exu_mem_read_txn,AXI4PerfCounters_rd_exu_mem_read_lat_cyc,AXI4PerfCounters_rd_exu_mem_read_lat_max,AXI4PerfCounters_rd_ifu_mem_read_txn,AXI4PerfCounters_rd_ifu_mem_read_lat_cyc,AXI4PerfCounters_rd_ifu_mem_read_lat_max,AXI4PerfCounters_wr_exu_mem_write_txn,AXI4PerfCounters_wr_exu_mem_write_lat_cyc,AXI4PerfCounters_wr_exu_mem_write_lat_max,IFUStateCounter_state_IDLE,IFUStateCounter_state_WAIT_INST,IFUStateCounter_state_WAIT_LATER,CachePerfCounter_total_visits,CachePerfCounter_hit_count,CachePerfCounter_total_hit_cycles,CachePerfCounter_mem_rd_txn,CachePerfCounter_mem_rd_lat_cyc,CachePerfCounter_mem_rd_lat_max
186591907,10740592,186591906,186591906,52718734,113132349,10740592,4855296,2035665,2049449,340274,719547,0,100101010,25807596,4855296,1059821,2049449,52718734,10740592,275714441,654,186591907,1539460626,622,4460122,61649368,67,186591916,1912644430,1384527503,186591907,141268543,141268543,45323364,1120953439,11202083172400
