HandShakeCounter_ifu.io_mem_r,HandShakeCounter_lsu.io_mem_r,HandShakeCounter_idu.io_out,AXI4PerfCounters_rd_lsu_mem_read_txn,AXI4PerfCounters_rd_lsu_mem_read_lat_cyc,AXI4PerfCounters_rd_lsu_mem_read_lat_max,AXI4PerfCounters_rd_ifu_mem_read_txn,AXI4PerfCounters_rd_ifu_mem_read_lat_cyc,AXI4PerfCounters_rd_ifu_mem_read_lat_max,AXI4PerfCounters_wr_lsu_mem_write_txn,AXI4PerfCounters_wr_lsu_mem_write_lat_cyc,AXI4PerfCounters_wr_lsu_mem_write_lat_max,PipePerfManager_IFU_state_Backpressure,PipePerfManager_IFU_state_Bubble,PipePerfManager_IFU_state_Fire,PipePerfManager_IDU_state_Backpressure,PipePerfManager_IDU_state_Bubble,PipePerfManager_IDU_state_Fire,PipePerfManager_EXU_state_Backpressure,PipePerfManager_EXU_state_Bubble,PipePerfManager_EXU_state_Fire,PipePerfManager_LSU_state_Backpressure,PipePerfManager_LSU_state_Bubble,PipePerfManager_LSU_state_Fire,RAWStallPerfCounter_cyc_conflict_exu,RAWStallPerfCounter_cyc_conflict_lsu,RAWStallPerfCounter_cyc_conflict_wbu,RAWStallPerfCounter_cyc_idu_stall,IDUFlushPerfCounter_cyc_idu_flush,CachePerfCounter_total_visits,CachePerfCounter_hit_count,CachePerfCounter_total_hit_cycles,CachePerfCounter_mem_rd_txn,CachePerfCounter_mem_rd_lat_cyc,CachePerfCounter_mem_rd_lat_max
438920840,16653442,437284005,16653419,4191547080,4579,230092478,7526463794,7955,8248056,1767100014,1862,5526591722,1735750977,494213585,5815476868,1503795411,437284005,5958647027,1538629436,259279821,0,7497276463,259279821,373189395,2589549126,8570364,2907474580,991919944,494213586,468621410,0,25592176,2195797889,1770802288
