HandShakeCounter_ifu.io_mem_r,HandShakeCounter_exu.io_mem_r,HandShakeCounter_exu.alu.io_out,HandShakeCounter_idu.io_out,EXUInstTypeFmtCounter_typ_branch,EXUInstTypeFmtCounter_typ_arithmetic,EXUInstTypeFmtCounter_typ_load,EXUInstTypeFmtCounter_typ_store,EXUInstTypeFmtCounter_typ_jalr,EXUInstTypeFmtCounter_typ_jal,EXUInstTypeFmtCounter_typ_lui,EXUInstTypeFmtCounter_typ_auipc,EXUInstTypeFmtCounter_typ_system,EXUInstTypeFmtCounter_fmt_I_TYPE,EXUInstTypeFmtCounter_fmt_R_TYPE,EXUInstTypeFmtCounter_fmt_S_TYPE,EXUInstTypeFmtCounter_fmt_U_TYPE,EXUInstTypeFmtCounter_fmt_J_TYPE,EXUInstTypeFmtCounter_fmt_B_TYPE,IFUStateCounter_state_IDLE,IFUStateCounter_state_WAIT_INST,IFUStateCounter_state_WAIT_LATER
186677505,10777790,186677504,186677504,52721716,113155377,10777790,4875743,2035783,2051214,340278,719603,0,100159854,25809096,4875743,1059881,2051214,52721716,186677514,4768016293,1402664033
