HandShakeCounter_ifu.io_mem_r,HandShakeCounter_exu.io_mem_r,HandShakeCounter_exu.alu.io_out,HandShakeCounter_idu.io_out,EXUInstTypeFmtCounter_typ_branch,EXUInstTypeFmtCounter_typ_arithmetic,EXUInstTypeFmtCounter_typ_load,EXUInstTypeFmtCounter_typ_store,EXUInstTypeFmtCounter_typ_jalr,EXUInstTypeFmtCounter_typ_jal,EXUInstTypeFmtCounter_typ_lui,EXUInstTypeFmtCounter_typ_auipc,EXUInstTypeFmtCounter_typ_system,EXUInstTypeFmtCounter_typ_fence.i,EXUInstTypeFmtCounter_fmt_I_TYPE,EXUInstTypeFmtCounter_fmt_R_TYPE,EXUInstTypeFmtCounter_fmt_S_TYPE,EXUInstTypeFmtCounter_fmt_U_TYPE,EXUInstTypeFmtCounter_fmt_J_TYPE,EXUInstTypeFmtCounter_fmt_B_TYPE,AXI4PerfCounters_rd_exu_mem_read_txn,AXI4PerfCounters_rd_exu_mem_read_lat_cyc,AXI4PerfCounters_rd_exu_mem_read_lat_max,AXI4PerfCounters_rd_ifu_mem_read_txn,AXI4PerfCounters_rd_ifu_mem_read_lat_cyc,AXI4PerfCounters_rd_ifu_mem_read_lat_max,AXI4PerfCounters_wr_exu_mem_write_txn,AXI4PerfCounters_wr_exu_mem_write_lat_cyc,AXI4PerfCounters_wr_exu_mem_write_lat_max,IFUStateCounter_state_IDLE,IFUStateCounter_state_WAIT_INST,IFUStateCounter_state_WAIT_LATER,CachePerfCounter_total_visits,CachePerfCounter_hit_count,CachePerfCounter_total_hit_cycles,CachePerfCounter_mem_rd_txn,CachePerfCounter_mem_rd_lat_cyc,CachePerfCounter_mem_rd_lat_max
196124884,15848644,196124883,196124883,52719850,114359511,15848644,7271441,2035701,2046265,396882,1446588,0,1,106031860,26211997,7271441,1843470,2046265,52719850,15848599,2667394814,1066,196124884,1452267914,4278,7271441,1018127829,241,196124893,1844517672,4839151393,196124884,177722638,177722638,18402246,561690234,8079576897139534190
